"","X","date","likeCount","year","popularity","time","word","sentiment"
"7132",82694,20,0,2018,"normal",1,"shit","negative"
"7133",82695,20,0,2018,"normal",1,"trump","positive"
"7134",82698,20,0,2018,"normal",1,"bullshit","negative"
"7135",82703,20,0,2018,"normal",1,"coward","negative"
"7136",82704,20,0,2018,"normal",1,"fuck","negative"
"7137",82705,20,0,2018,"normal",1,"trump","positive"
"7138",82706,20,0,2018,"normal",1,"fuck","negative"
"7139",82707,20,0,2018,"normal",1,"rocky","negative"
"7140",82708,20,0,2018,"normal",1,"trump","positive"
"7141",82714,20,0,2018,"normal",1,"scared","negative"
"7142",82729,20,0,2018,"normal",1,"provoke","negative"
"7143",82732,20,0,2018,"normal",1,"attacks","negative"
"7144",82744,20,4,2018,"good",1,"propaganda","negative"
"7145",82759,20,4,2018,"good",1,"stuck","negative"
"7146",82762,20,4,2018,"good",1,"conflict","negative"
"7147",82763,20,0,2018,"normal",1,"tramp","negative"
"7148",82765,20,0,2018,"normal",1,"mistake","negative"
"7149",82776,20,0,2018,"normal",1,"fast","positive"
"7150",82781,20,0,2018,"normal",1,"destroy","negative"
"7151",82787,20,0,2018,"normal",1,"stupid","negative"
"7152",82790,20,0,2018,"normal",1,"mad","negative"
"7153",82794,20,0,2018,"normal",1,"mad","negative"
"7154",82798,20,0,2018,"normal",1,"golden","positive"
"7155",82801,20,0,2018,"normal",1,"trump","positive"
"7156",82814,20,0,2018,"normal",1,"dumb","negative"
"7157",82815,20,0,2018,"normal",1,"risk","negative"
"7158",82817,20,0,2018,"normal",1,"clash","negative"
"7159",82822,20,0,2018,"normal",1,"trump","positive"
"7160",82823,20,0,2018,"normal",1,"pretty","positive"
"7161",82824,20,0,2018,"normal",1,"unpredictable","negative"
"7162",82827,20,0,2018,"normal",1,"bravado","negative"
"7163",82832,20,0,2018,"normal",1,"trump","positive"
"7164",82837,20,0,2018,"normal",1,"attacks","negative"
"7165",82840,20,0,2018,"normal",1,"smart","positive"
"7166",82841,20,0,2018,"normal",1,"trump","positive"
"7167",82844,20,0,2018,"normal",1,"shine","positive"
"7168",82855,20,0,2018,"normal",1,"trump","positive"
"7169",82862,20,0,2018,"normal",1,"trump","positive"
"7170",82865,20,0,2018,"normal",1,"trump","positive"
"7171",82870,20,0,2018,"normal",1,"crazy","negative"
"7172",82874,20,0,2018,"normal",1,"tramp","negative"
"7173",82879,20,0,2018,"normal",1,"killed","negative"
"7174",82883,20,0,2018,"normal",1,"trump","positive"
"7175",82885,20,1,2018,"normal",1,"fuck","negative"
"7176",82892,20,1,2018,"normal",1,"fuck","negative"
"7177",82902,20,1,2018,"normal",1,"trump","positive"
"7178",82905,20,1,2018,"normal",1,"desperate","negative"
"7179",82912,20,1,2018,"normal",1,"bankrupt","negative"
"7180",82913,20,2,2018,"good",1,"proven","positive"
"7181",82915,20,2,2018,"good",1,"broken","negative"
"7182",82918,20,2,2018,"good",1,"manipulation","negative"
"7183",82928,20,1,2018,"normal",1,"win","positive"
"7184",82929,20,1,2018,"normal",1,"fuck","negative"
"7185",82932,20,0,2018,"normal",1,"trump","positive"
"7186",82933,20,0,2018,"normal",1,"mad","negative"
"7187",82934,20,0,2018,"normal",1,"sufficient","positive"
"7188",82937,20,0,2018,"normal",1,"attacks","negative"
"7189",82955,20,0,2018,"normal",1,"blame","negative"
"7190",82969,20,0,2018,"normal",1,"bless","positive"
"7191",82971,20,0,2018,"normal",1,"trump","positive"
"7192",82974,20,0,2018,"normal",1,"trump","positive"
"7193",82981,20,0,2018,"normal",1,"lost","negative"
"7194",82982,20,0,2018,"normal",1,"lose","negative"
"7195",82988,20,0,2018,"normal",1,"fun","positive"
"7196",82990,20,0,2018,"normal",1,"pride","positive"
"7197",82992,20,0,2018,"normal",1,"pride","positive"
"7198",82994,20,0,2018,"normal",1,"honorable","positive"
"7199",82996,20,0,2018,"normal",1,"trump","positive"
"7200",82998,20,0,2018,"normal",1,"threat","negative"
"7201",83000,20,0,2018,"normal",1,"peace","positive"
"7202",83010,20,0,2018,"normal",1,"attack","negative"
"7203",83013,20,0,2018,"normal",1,"lie","negative"
"7204",83016,20,0,2018,"normal",1,"lying","negative"
"7205",83019,20,4,2018,"good",1,"trump","positive"
"7206",83022,20,0,2018,"normal",1,"bloody","negative"
"7207",83023,20,0,2018,"normal",1,"hell","negative"
"7208",83024,20,0,2018,"normal",1,"mess","negative"
"7209",83027,20,0,2018,"normal",1,"beautiful","positive"
"7210",83031,20,0,2018,"normal",1,"trump","positive"
"7211",83056,20,2,2018,"good",1,"trump","positive"
"7212",83060,20,2,2018,"good",1,"terrorism","negative"
"7213",83070,20,0,2018,"normal",1,"improved","positive"
"7214",83076,20,1,2018,"normal",1,"trump","positive"
"7215",83077,20,1,2018,"normal",1,"moronic","negative"
"7216",83081,20,1,2018,"normal",1,"leading","positive"
"7217",83084,20,1,2018,"normal",1,"bs","negative"
"7218",83087,20,1,2018,"normal",1,"debacle","negative"
"7219",83088,20,0,2018,"normal",1,"shame","negative"
"7220",83092,20,0,2018,"normal",1,"proud","positive"
"7221",83094,20,0,2018,"normal",1,"regrets","negative"
"7222",83097,20,0,2018,"normal",1,"friendly","positive"
"7223",83157,20,0,2018,"normal",1,"killed","negative"
"7224",83159,20,0,2018,"normal",1,"peace","positive"
"7225",83164,20,0,2018,"normal",1,"death","negative"
"7226",83172,20,0,2018,"normal",1,"funny","negative"
"7227",83174,20,0,2018,"normal",1,"fuck","negative"
"7228",83175,20,0,2018,"normal",1,"idiots","negative"
"7229",83182,20,1,2018,"normal",1,"fuck","negative"
"7230",83207,20,0,2018,"normal",1,"supremacy","positive"
"7231",83216,20,0,2018,"normal",1,"weak","negative"
"7232",83222,20,0,2018,"normal",1,"traitor","negative"
"7233",83225,20,3,2018,"good",1,"attack","negative"
"7234",83231,20,3,2018,"good",1,"fake","negative"
"7235",83233,20,3,2018,"good",1,"fall","negative"
"7236",83234,20,19,2018,"good",1,"killing","negative"
"7237",83237,20,19,2018,"good",1,"trump","positive"
"7238",83238,20,19,2018,"good",1,"die","negative"
"7239",83240,20,19,2018,"good",1,"unbelievable","negative"
"7240",83241,20,13,2018,"good",1,"conflict","negative"
"7241",83246,20,13,2018,"good",1,"lies","negative"
"7242",83247,20,13,2018,"good",1,"fake","negative"
"7243",83250,20,13,2018,"good",1,"attack","negative"
"7244",83255,20,4,2018,"good",1,"trump","positive"
"7245",83256,20,4,2018,"good",1,"puppet","negative"
"7246",83258,20,4,2018,"good",1,"elite","positive"
"7247",83265,20,0,2018,"normal",1,"strike","negative"
"7248",83269,20,0,2018,"normal",1,"capability","positive"
"7249",83272,20,0,2018,"normal",1,"support","positive"
"7250",83275,20,0,2018,"normal",1,"attack","negative"
"7251",83276,20,0,2018,"normal",1,"bloody","negative"
"7252",83277,20,0,2018,"normal",1,"risky","negative"
"7253",83282,20,0,2018,"normal",1,"scary","negative"
"7254",83283,20,1,2018,"normal",1,"monumental","positive"
"7255",83289,20,1,2018,"normal",1,"fuck","negative"
"7256",83291,20,1,2018,"normal",1,"bullying","negative"
"7257",83294,20,0,2018,"normal",1,"love","positive"
"7258",83295,20,0,2018,"normal",1,"peace","positive"
"7259",83296,20,0,2018,"normal",1,"harmony","positive"
"7260",83299,20,0,2018,"normal",1,"attack","negative"
"7261",83300,20,0,2018,"normal",1,"dangerous","negative"
"7262",83301,20,0,2018,"normal",1,"mess","negative"
"7263",83303,20,0,2018,"normal",1,"won","positive"
"7264",83310,20,0,2018,"normal",1,"moron","negative"
"7265",83314,20,12,2018,"good",1,"attacks","negative"
"7266",83317,20,12,2018,"good",1,"attack","negative"
"7267",83325,20,2,2018,"good",1,"sufficient","positive"
"7268",83329,20,2,2018,"good",1,"safe","positive"
"7269",83330,20,2,2018,"good",1,"extremists","negative"
"7270",83336,20,0,2018,"normal",1,"propaganda","negative"
"7271",83337,20,0,2018,"normal",1,"scum","negative"
"7272",83342,20,0,2018,"normal",1,"free","positive"
"7273",83365,19,0,2018,"normal",1,"supporter","positive"
"7274",83366,19,0,2018,"normal",1,"respect","positive"
"7275",83367,19,0,2018,"normal",1,"trump","positive"
"7276",83370,19,0,2018,"normal",1,"love","positive"
"7277",83372,19,0,2018,"normal",1,"freedom","positive"
"7278",83373,19,0,2018,"normal",1,"controversial","negative"
"7279",83374,19,0,2018,"normal",1,"support","positive"
"7280",83375,19,1,2018,"normal",1,"apocalypse","negative"
"7281",83384,20,0,2018,"normal",1,"wins","positive"
"7282",83393,19,0,2018,"normal",1,"worse","negative"
"7283",83399,19,0,2018,"normal",1,"support","positive"
"7284",83401,19,0,2018,"normal",1,"propaganda","negative"
"7285",83410,19,0,2018,"normal",1,"lie","negative"
"7286",83411,19,0,2018,"normal",1,"nonsense","negative"
"7287",83419,19,0,2018,"normal",1,"support","positive"
"7288",83423,19,0,2018,"normal",1,"stuck","negative"
"7289",83440,19,0,2018,"normal",1,"attack","negative"
"7290",83443,19,0,2018,"normal",1,"lie","negative"
"7291",83446,19,0,2018,"normal",1,"lying","negative"
"7292",83451,19,0,2018,"normal",1,"wrong","negative"
"7293",83457,19,0,2018,"normal",1,"criminal","negative"
"7294",83492,19,0,2018,"normal",1,"fake","negative"
"7295",83495,19,0,2018,"normal",1,"bias","negative"
"7296",83496,19,0,2018,"normal",1,"favor","positive"
"7297",83498,19,0,2018,"normal",1,"superficial","negative"
"7298",83500,19,0,2018,"normal",1,"endorsement","positive"
"7299",83502,19,0,2018,"normal",1,"evil","negative"
"7300",83503,19,0,2018,"normal",1,"trump","positive"
"7301",83504,19,0,2018,"normal",1,"wrong","negative"
"7302",83505,19,0,2018,"normal",1,"support","positive"
"7303",83506,19,0,2018,"normal",1,"trump","positive"
"7304",83512,19,0,2018,"normal",1,"terrible","negative"
"7305",83514,19,0,2018,"normal",1,"won","positive"
"7306",83515,19,0,2018,"normal",1,"popular","positive"
"7307",83520,19,0,2018,"normal",1,"biased","negative"
"7308",83521,19,0,2018,"normal",1,"favor","positive"
"7309",83522,19,0,2018,"normal",1,"substantive","positive"
"7310",83527,19,0,2018,"normal",1,"enthusiasm","positive"
"7311",83531,19,0,2018,"normal",1,"trump","positive"
"7312",83536,19,0,2018,"normal",1,"favor","positive"
"7313",83539,19,0,2018,"normal",1,"support","positive"
"7314",83542,19,0,2018,"normal",1,"easier","positive"
"7315",83544,19,0,2018,"normal",1,"wrong","negative"
"7316",83560,19,0,2018,"normal",1,"dangerous","negative"
"7317",83566,19,0,2018,"normal",1,"classic","positive"
"7318",83570,19,0,2018,"normal",1,"fine","positive"
"7319",83572,19,0,2018,"normal",1,"fine","positive"
"7320",83577,19,0,2018,"normal",1,"fraud","negative"
"7321",83583,20,0,2018,"normal",1,"terrible","negative"
"7322",83589,20,0,2018,"normal",1,"biased","negative"
"7323",83590,20,0,2018,"normal",1,"favor","positive"
"7324",83591,20,0,2018,"normal",1,"substantive","positive"
"7325",83594,20,0,2018,"normal",1,"trump","positive"
"7326",83595,20,0,2018,"normal",1,"enthusiasm","positive"
"7327",83604,20,0,2018,"normal",1,"dangerous","negative"
"7328",83613,20,0,2018,"normal",1,"desperate","negative"
"7329",83617,20,0,2018,"normal",1,"won","positive"
"7330",83619,20,0,2018,"normal",1,"fails","negative"
"7331",83620,20,0,2018,"normal",1,"nice","positive"
"7332",83627,20,0,2018,"normal",1,"attack","negative"
"7333",83639,20,0,2018,"normal",1,"liars","negative"
"7334",83642,20,0,2018,"normal",1,"propaganda","negative"
"7335",83645,20,0,2018,"normal",1,"accurately","positive"
"7336",83646,20,0,2018,"normal",1,"modern","positive"
"7337",83648,20,0,2018,"normal",1,"conspiracy","negative"
"7338",83655,20,0,2018,"normal",1,"fall","negative"
"7339",83664,19,0,2018,"normal",1,"bad","negative"
"7340",83674,19,0,2018,"normal",1,"beautiful","positive"
"7341",83681,20,0,2018,"normal",1,"supports","positive"
"7342",83685,19,0,2018,"normal",1,"attack","negative"
"7343",83688,19,0,2018,"normal",1,"fake","negative"
"7344",83700,20,0,2018,"normal",1,"fake","negative"
"7345",83706,19,0,2018,"normal",1,"safe","positive"
"7346",83708,18,0,2018,"normal",1,"deny","negative"
"7347",83711,18,0,2018,"normal",1,"attack","negative"
"7348",83717,18,0,2018,"normal",1,"attack","negative"
"7349",83720,18,0,2018,"normal",1,"lying","negative"
"7350",83731,18,0,2018,"normal",1,"excuse","negative"
"7351",83758,17,1,2018,"normal",1,"amazed","positive"
"7352",83761,17,1,2018,"normal",1,"ironic","negative"
"7353",83768,17,1,2018,"normal",1,"defeated","positive"
"7354",83777,17,1,2018,"normal",1,"killing","negative"
"7355",83785,19,0,2018,"normal",1,"trust","positive"
"7356",83796,19,0,2018,"normal",1,"trust","positive"
"7357",83800,19,0,2018,"normal",1,"issue","negative"
"7358",83806,19,0,2018,"normal",1,"issues","negative"
"7359",83810,19,0,2018,"normal",1,"trust","positive"
"7360",83813,19,0,2018,"normal",1,"trump","positive"
"7361",83816,19,0,2018,"normal",1,"bad","negative"
"7362",83825,19,0,2018,"normal",1,"conservative","negative"
"7363",83828,19,0,2018,"normal",1,"trump","positive"
"7364",83834,19,0,2018,"normal",1,"wild","negative"
"7365",83835,19,0,2018,"normal",1,"trump","positive"
"7366",83842,19,0,2018,"normal",1,"trump","positive"
"7367",83846,19,0,2018,"normal",1,"issue","negative"
"7368",83848,19,0,2018,"normal",1,"issue","negative"
"7369",83849,19,0,2018,"normal",1,"conservative","negative"
"7370",83850,19,0,2018,"normal",1,"trust","positive"
"7371",83854,19,0,2018,"normal",1,"issue","negative"
"7372",83855,19,0,2018,"normal",1,"trump","positive"
"7373",83863,19,0,2018,"normal",1,"issue","negative"
"7374",83866,19,0,2018,"normal",1,"ironic","negative"
"7375",83877,20,1,2018,"normal",1,"shit","negative"
"7376",83878,20,1,2018,"normal",1,"trump","positive"
"7377",83882,20,1,2018,"normal",1,"master","positive"
"7378",83884,20,1,2018,"normal",1,"bothered","negative"
"7379",83885,20,1,2018,"normal",1,"symptoms","negative"
"7380",83891,20,1,2018,"normal",1,"consistent","positive"
"7381",83894,20,1,2018,"normal",1,"attack","negative"
"7382",83897,20,1,2018,"normal",1,"attack","negative"
"7383",83900,20,1,2018,"normal",1,"consistent","positive"
"7384",83903,20,1,2018,"normal",1,"attack","negative"
"7385",83908,20,1,2018,"normal",1,"death","negative"
"7386",83915,20,1,2018,"normal",1,"doubt","negative"
"7387",83921,20,1,2018,"normal",1,"symptoms","negative"
"7388",83925,20,1,2018,"normal",1,"variety","positive"
"7389",83927,20,1,2018,"normal",1,"safe","positive"
"7390",83945,20,1,2018,"normal",1,"attack","negative"
"7391",83949,20,1,2018,"normal",1,"symptoms","negative"
"7392",83950,20,3,2018,"good",1,"bomb","negative"
"7393",83952,20,3,2018,"good",1,"fake","negative"
"7394",83957,20,3,2018,"good",1,"fear","negative"
"7395",83963,20,0,2018,"normal",1,"debt","negative"
"7396",83979,20,0,2018,"normal",1,"trump","positive"
"7397",83981,20,0,2018,"normal",1,"insinuating","negative"
"7398",83982,20,0,2018,"normal",1,"trump","positive"
"7399",83984,20,0,2018,"normal",1,"trouble","negative"
"7400",83986,20,0,2018,"normal",1,"trump","positive"
"7401",83989,20,0,2018,"normal",1,"bomb","negative"
"7402",84009,20,0,2018,"normal",1,"terrorism","negative"
"7403",84010,20,0,2018,"normal",1,"fake","negative"
"7404",84012,20,0,2018,"normal",1,"attacks","negative"
"7405",84015,20,0,2018,"normal",1,"win","positive"
"7406",84018,20,0,2018,"normal",1,"dies","negative"
"7407",84020,20,0,2018,"normal",1,"pointless","negative"
"7408",84023,20,0,2018,"normal",1,"kill","negative"
"7409",84037,20,1,2018,"normal",1,"supporting","positive"
"7410",84041,20,1,2018,"normal",1,"trump","positive"
"7411",84045,20,1,2018,"normal",1,"trump","positive"
"7412",84048,20,1,2018,"normal",1,"trump","positive"
"7413",84075,20,0,2018,"normal",1,"mad","negative"
"7414",84076,20,0,2018,"normal",1,"insane","negative"
"7415",84080,20,0,2018,"normal",1,"mistake","negative"
"7416",84082,20,0,2018,"normal",1,"miscalculation","negative"
"7417",84083,20,0,2018,"normal",1,"wrong","negative"
"7418",84092,20,0,2018,"normal",1,"blame","negative"
"7419",84093,20,0,2018,"normal",1,"fall","negative"
"7420",84107,20,0,2018,"normal",1,"protest","negative"
"7421",84108,20,0,2018,"normal",1,"phony","negative"
"7422",84111,20,0,2018,"normal",1,"vice","negative"
"7423",84114,20,0,2018,"normal",1,"crazy","negative"
"7424",84116,20,0,2018,"normal",1,"support","positive"
"7425",84124,20,0,2018,"normal",1,"dumb","negative"
"7426",84126,20,0,2018,"normal",1,"absurd","negative"
"7427",84130,20,0,2018,"normal",1,"trump","positive"
"7428",84131,20,0,2018,"normal",1,"destroy","negative"
"7429",84141,20,0,2018,"normal",1,"killed","negative"
"7430",84144,20,0,2018,"normal",1,"attack","negative"
"7431",84148,20,0,2018,"normal",1,"excuse","negative"
"7432",84152,20,0,2018,"normal",1,"stupid","negative"
"7433",84158,20,0,2018,"normal",1,"won","positive"
"7434",84161,20,0,2018,"normal",1,"advantage","positive"
"7435",84163,20,0,2018,"normal",1,"shame","negative"
"7436",84166,20,0,2018,"normal",1,"trump","positive"
"7437",84177,20,0,2018,"normal",1,"trump","positive"
"7438",84178,20,0,2018,"normal",1,"strike","negative"
"7439",84185,20,0,2018,"normal",1,"strike","negative"
"7440",84189,20,0,2018,"normal",1,"kill","negative"
"7441",84195,20,0,2018,"normal",1,"suffer","negative"
"7442",84196,20,0,2018,"normal",1,"worse","negative"
"7443",84200,20,0,2018,"normal",1,"evil","negative"
"7444",84206,20,0,2018,"normal",1,"ready","positive"
"7445",84208,20,0,2018,"normal",1,"trust","positive"
"7446",84220,20,1,2018,"normal",1,"illegal","negative"
"7447",84227,20,1,2018,"normal",1,"dangerous","negative"
"7448",84231,20,1,2018,"normal",1,"risks","negative"
"7449",84233,20,1,2018,"normal",1,"complicated","negative"
"7450",84234,20,1,2018,"normal",1,"conflict","negative"
"7451",84246,20,1,2018,"normal",1,"flawed","negative"
"7452",84257,20,1,2018,"normal",1,"credible","positive"
"7453",84260,20,1,2018,"normal",1,"transparent","positive"
"7454",84261,20,1,2018,"normal",1,"impartial","positive"
"7455",84263,20,1,2018,"normal",1,"led","positive"
"7456",84293,20,0,2018,"normal",1,"terrorism","negative"
"7457",84294,20,0,2018,"normal",1,"joke","negative"
"7458",84295,20,0,2018,"normal",1,"terrorism","negative"
"7459",84304,20,0,2018,"normal",1,"waste","negative"
"7460",84305,20,0,2018,"normal",1,"stupid","negative"
"7461",84310,20,0,2018,"normal",1,"stupid","negative"
"7462",84316,20,0,2018,"normal",1,"joke","negative"
"7463",84317,20,0,2018,"normal",1,"shame","negative"
"7464",84321,20,0,2018,"normal",1,"kill","negative"
"7465",84325,20,0,2018,"normal",1,"trump","positive"
"7466",84326,20,0,2018,"normal",1,"faithful","positive"
"7467",84328,20,0,2018,"normal",1,"joke","negative"
"7468",84337,20,0,2018,"normal",1,"rot","negative"
"7469",84338,20,0,2018,"normal",1,"hell","negative"
"7470",84339,20,0,2018,"normal",1,"rot","negative"
"7471",84340,20,0,2018,"normal",1,"hell","negative"
"7472",84342,20,0,2018,"normal",1,"rot","negative"
"7473",84343,20,0,2018,"normal",1,"hell","negative"
"7474",84347,20,0,2018,"normal",1,"rot","negative"
"7475",84349,20,0,2018,"normal",1,"hell","negative"
"7476",84359,20,0,2018,"normal",1,"trump","positive"
"7477",84360,20,0,2018,"normal",1,"bomb","negative"
"7478",84361,20,0,2018,"normal",1,"fuck","negative"
"7479",84370,20,0,2018,"normal",1,"trump","positive"
"7480",84380,20,0,2018,"normal",1,"savage","negative"
"7481",84382,20,0,2018,"normal",1,"trump","positive"
"7482",84383,20,0,2018,"normal",1,"warning","negative"
"7483",84387,20,0,2018,"normal",1,"warning","negative"
"7484",84396,20,0,2018,"normal",1,"capability","positive"
"7485",84397,20,0,2018,"normal",1,"correct","positive"
"7486",84398,20,0,2018,"normal",1,"loss","negative"
"7487",84402,20,0,2018,"normal",1,"devastating","negative"
"7488",84404,20,0,2018,"normal",1,"posturing","negative"
"7489",84411,20,1,2018,"normal",1,"propaganda","negative"
"7490",84412,20,1,2018,"normal",1,"fake","negative"
"7491",84415,20,1,2018,"normal",1,"killing","negative"
"7492",84420,20,1,2018,"normal",1,"greedy","negative"
"7493",84421,20,1,2018,"normal",1,"pigs","negative"
"7494",84427,20,0,2018,"normal",1,"proven","positive"
"7495",84428,20,0,2018,"normal",1,"wrong","negative"
"7496",84436,20,0,2018,"normal",1,"hostilities","negative"
"7497",84442,20,0,2018,"normal",1,"relief","positive"
"7498",84449,20,0,2018,"normal",1,"egregiously","negative"
"7499",84450,20,0,2018,"normal",1,"criminal","negative"
"7500",84453,20,0,2018,"normal",1,"lead","positive"
"7501",84454,20,0,2018,"normal",1,"puppet","negative"
"7502",84456,20,0,2018,"normal",1,"trump","positive"
"7503",84460,20,0,2018,"normal",1,"idiot","negative"
"7504",84469,20,0,2018,"normal",1,"trump","positive"
"7505",84557,20,1,2018,"normal",1,"super","positive"
"7506",84558,20,1,2018,"normal",1,"rich","positive"
"7507",84577,20,1,2018,"normal",1,"ideally","positive"
"7508",84612,20,1,2018,"normal",1,"super","positive"
"7509",84613,20,1,2018,"normal",1,"rich","positive"
"7510",84740,20,1,2018,"normal",1,"murder","negative"
"7511",84753,20,1,2018,"normal",1,"desert","negative"
"7512",84775,20,4,2018,"good",1,"conflict","negative"
"7513",84792,20,4,2018,"good",1,"death","negative"
"7514",84794,20,0,2018,"normal",1,"die","negative"
"7515",84799,20,0,2018,"normal",1,"fake","negative"
"7516",84800,20,0,2018,"normal",1,"cheated","negative"
"7517",84802,20,0,2018,"normal",1,"attacks","negative"
"7518",84814,20,0,2018,"normal",1,"toxic","negative"
"7519",84818,20,0,2018,"normal",1,"fake","negative"
"7520",84820,20,0,2018,"normal",1,"trump","positive"
"7521",84824,20,0,2018,"normal",1,"stunt","negative"
"7522",84830,20,1,2018,"normal",1,"fuck","negative"
"7523",84833,20,0,2018,"normal",1,"trump","positive"
"7524",84842,20,0,2018,"normal",1,"trump","positive"
"7525",84845,20,0,2018,"normal",1,"damage","negative"
"7526",84847,20,0,2018,"normal",1,"stormy","negative"
"7527",84849,20,0,2018,"normal",1,"risk","negative"
"7528",84850,20,0,2018,"normal",1,"death","negative"
"7529",84853,20,0,2018,"normal",1,"idiot","negative"
"7530",84863,20,0,2018,"normal",1,"strike","negative"
"7531",84875,20,0,2018,"normal",1,"abuse","negative"
"7532",84881,20,0,2018,"normal",1,"maniac","negative"
"7533",84891,20,0,2018,"normal",1,"trump","positive"
"7534",84900,20,0,2018,"normal",1,"support","positive"
"7535",84904,20,34,2018,"good",1,"sick","negative"
"7536",84905,20,34,2018,"good",1,"tired","negative"
"7537",84914,20,0,2018,"normal",1,"funny","negative"
"7538",84921,20,0,2018,"normal",1,"trump","positive"
"7539",84923,20,0,2018,"normal",1,"win","positive"
"7540",84928,20,0,2018,"normal",1,"safe","positive"
"7541",84934,20,0,2018,"normal",1,"poison","negative"
"7542",84952,20,0,2018,"normal",1,"lies","negative"
"7543",84955,20,0,2018,"normal",1,"attack","negative"
"7544",84960,20,0,2018,"normal",1,"bloody","negative"
"7545",84961,20,0,2018,"normal",1,"scared","negative"
"7546",84963,20,0,2018,"normal",1,"beautiful","positive"
"7547",84969,20,0,2018,"normal",1,"threats","negative"
"7548",84974,20,0,2018,"normal",1,"support","positive"
"7549",84975,20,0,2018,"normal",1,"attack","negative"
"7550",84978,20,0,2018,"normal",1,"supporting","positive"
"7551",84982,20,0,2018,"normal",1,"fake","negative"
"7552",84983,20,0,2018,"normal",1,"propaganda","negative"
"7553",84993,20,0,2018,"normal",1,"killed","negative"
"7554",84999,20,0,2018,"normal",1,"dead","negative"
"7555",85003,20,0,2018,"normal",1,"idiot","negative"
"7556",85011,20,0,2018,"normal",1,"envy","positive"
"7557",85012,20,0,2018,"normal",1,"dead","negative"
"7558",85015,20,0,2018,"normal",1,"attack","negative"
"7559",85017,20,0,2018,"normal",1,"ready","positive"
"7560",85023,20,0,2018,"normal",1,"fuck","negative"
"7561",85034,20,0,2018,"normal",1,"ready","positive"
"7562",85039,20,0,2018,"normal",1,"lies","negative"
"7563",85043,20,0,2018,"normal",1,"enjoy","positive"
"7564",85046,20,0,2018,"normal",1,"happy","positive"
"7565",85049,20,0,2018,"normal",1,"cancer","negative"
"7566",85052,20,3,2018,"good",1,"propaganda","negative"
"7567",85054,20,3,2018,"good",1,"lies","negative"
"7568",85070,20,4,2018,"good",1,"trusty","positive"
"7569",85078,20,4,2018,"good",1,"propaganda","negative"
"7570",85082,20,4,2018,"good",1,"win","positive"
"7571",85093,20,4,2018,"good",1,"trump","positive"
"7572",85100,20,4,2018,"good",1,"propaganda","negative"
"7573",85117,20,0,2018,"normal",1,"mercy","positive"
"7574",85122,20,0,2018,"normal",1,"killing","negative"
"7575",85124,20,0,2018,"normal",1,"ugly","negative"
"7576",85126,20,0,2018,"normal",1,"supported","positive"
"7577",85137,20,0,2018,"normal",1,"shit","negative"
"7578",85145,20,0,2018,"normal",1,"tough","positive"
"7579",85149,20,3,2018,"good",1,"attack","negative"
"7580",85159,20,0,2018,"normal",1,"shit","negative"
"7581",85160,20,0,2018,"normal",1,"fuck","negative"
"7582",85162,20,0,2018,"normal",1,"garbage","negative"
"7583",85165,20,0,2018,"normal",1,"burn","negative"
"7584",85166,20,0,2018,"normal",1,"shit","negative"
"7585",85175,20,0,2018,"normal",1,"worse","negative"
"7586",85183,20,1,2018,"normal",1,"capability","positive"
"7587",85211,20,0,2018,"normal",1,"smart","positive"
"7588",85217,20,1,2018,"normal",1,"bother","negative"
"7589",85227,20,0,2018,"normal",1,"farce","negative"
"7590",85239,20,0,2018,"normal",1,"freedom","positive"
"7591",85240,20,0,2018,"normal",1,"worse","negative"
"7592",85242,20,0,2018,"normal",1,"killed","negative"
"7593",85248,20,4,2018,"good",1,"stormy","negative"
"7594",85250,20,4,2018,"good",1,"golden","positive"
"7595",85255,20,4,2018,"good",1,"trump","positive"
"7596",85262,20,4,2018,"good",1,"trump","positive"
"7597",85267,20,0,2018,"normal",1,"sick","negative"
"7598",85268,20,0,2018,"normal",1,"trump","positive"
"7599",85274,20,0,2018,"normal",1,"hell","negative"
"7600",85275,20,0,2018,"normal",1,"fool","negative"
"7601",85277,20,1,2018,"normal",1,"fuck","negative"
"7602",85279,20,1,2018,"normal",1,"fuck","negative"
"7603",85292,20,0,2018,"normal",1,"pure","positive"
"7604",85293,20,0,2018,"normal",1,"idiot","negative"
"7605",85299,17,0,2018,"normal",1,"enemy","negative"
"7606",85318,20,0,2018,"normal",1,"wow","positive"
"7607",85329,19,0,2018,"normal",1,"peacefully","positive"
"7608",85332,19,0,2018,"normal",1,"torture","negative"
"7609",85345,19,0,2018,"normal",1,"split","negative"
"7610",85354,19,0,2018,"normal",1,"split","negative"
"7611",85361,20,0,2018,"normal",1,"modern","positive"
"7612",85362,20,0,2018,"normal",1,"conflict","negative"
"7613",85364,20,0,2018,"normal",1,"peacefully","positive"
"7614",85375,20,0,2018,"normal",1,"safe","positive"
"7615",85380,20,0,2018,"normal",1,"worst","negative"
"7616",85414,19,0,2018,"normal",1,"effective","positive"
"7617",85415,19,0,2018,"normal",1,"killing","negative"
"7618",85419,19,0,2018,"normal",1,"effective","positive"
"7619",85429,19,0,2018,"normal",1,"garbage","negative"
"7620",85433,19,0,2018,"normal",1,"ignorance","negative"
"7621",85435,19,0,2018,"normal",1,"garbage","negative"
"7622",85437,19,0,2018,"normal",1,"wrong","negative"
"7623",85451,19,0,2018,"normal",1,"benefits","positive"
"7624",85468,20,0,2018,"normal",1,"trump","positive"
