,textOriginal,date,likeCount,year,popularity,time
1929,i am a hindu and believe in secularismbecause we all are humans and we all have same red color blood in our bodywe all are equalso we should respect other religionsbut these people are killing christians as if christians are not humanskilling <U+00A0>people will not solve their issues ,2014/10/4,0,2014,normal,3
1930,the christians started this and now dont want refugees but turkey has million you know if turkey recognized the kurds and look this is a muslim nation and doesnt even recognize kurds and their allies the christians goes along with it while the whole world is watching pkk doing rumble in the jungle,2014/10/4,0,2014,normal,3
1931,it is very wrong to kill in the name of religionkilling is wrongit is a sin to killyou can not take human lives for any reasoni feel sad for the generations to come when i see things like thiswhich kind of world are we living in today killing is the worse thing that a man can doit is insanity,2014/10/4,0,2014,normal,3
1932,i would rather live in satanic state,2014/10/4,2,2014,good,3
1933,thumbs up if you suspect that the commentators below christine thomas and andres iniesta are actually fictional characters written by the same individual someone with two separate you tube accounts who has fun going back and fourth with himself making up these imaginary battles,2014/10/4,0,2014,normal,3
1934,fuck islam<U+00A0>,2014/10/4,0,2014,normal,3
1935,asks a little boy if you like the islamic state says yes well i hate it there is nothing to do but seeing explosions ,2014/10/4,0,2014,normal,3
1936,fuck your muhammad in his ass ,2014/10/4,1,2014,normal,3
1937,death to islam the cancer of the th century ,2014/10/4,0,2014,normal,3
1938,ya fuck the infidels,2014/10/4,0,2014,normal,3
1939,vice how do you manage to do this  you might be the only free liberal media on this planet  keep it this way  please  sht even place some ads just stay like you are  because this is the reality,2014/10/4,0,2014,normal,3
1940,damn that parenting though,2014/10/4,1,2014,normal,3
1941,,2014/10/4,0,2014,normal,3
1942,you are coward pathetic chicken shit species of the human race i hope to god all of your kind join you in your caliphate and get the fuck outa our countrys sick of your bullshit and backward believes you will be so sorry when ya dead and you realise there is no heaven for people like you and the only chance you had for any good existence was ruined by your bullshit beliefs do you think god created you to kill others he created are you that stupid if there is a heaven and hell i know where you lot will be going ,2014/10/4,0,2014,normal,3
1943,i cant believe how much brainwashed so called muslim they are  ruining the prestige of my holy religion  this is not what religion teaches us  it teaches us to defend yourself if necessary but not to attack  murder to establish anything   also i have to say america politicians are another evil on this earth playing game so polity that no one can understand their moves<U+00A0>,2014/10/4,2,2014,good,3
1944,this is fuck up,2014/10/4,0,2014,normal,3
1945,how is it that vice can get an interview with isis and have reporters return to the west unharmed but then some other journalists get beheaded,2014/10/4,3,2014,good,3
1946,religion is the source of all evil hate and war,2014/10/4,7,2014,good,3
1947,you have to pay nonmuslim taxes or we end up killing and fighting i swear to god we never harm them or displace them i laugh my ass off when i saw this,2014/10/4,0,2014,normal,3
1948,i wish more felt the same as the stinker at  and all just went back to their backward societies,2014/10/4,0,2014,normal,3
1949,estimated global humanitarian aid given by the united states in   billion what a devil of a foriegn policy anyone have a stat on humanitarian aid given by any country in the middle east i cant find one let alone none secular support for human beings not considered infidels apparently non existant<U+00A0>,2014/10/4,0,2014,normal,3
1950,the truth is that there is no god and all religion is just a form of illusion in order to manipulate those who are dumb enough to believe it at the head of this entire revolution of the islamic state is baghdadi who utilizes the islamic religion in order to take advantage of the innocent children and young men who have nothing else to believe in but the false promise of getting into heaven as their ultimate reward we see the same things happening in america and in european history the only reason as to why america intervenes in the middle eastern conflict is because they pose a threat to the ruling classes power in america we are all manipulated by religion and we dont not even realize it the islamic state is oppressive but they are the only ones willing to fight against christians and in the past have been successful in the cramericades pope urban used christianity to justify war on the muslims in order to protect his influence and power baghdadi can be seen in the same way claiming that his people must pay their money to the islamic state for allah the world is going to shit,2014/10/4,0,2014,normal,3
1951,nonsense propaganda,2014/10/4,0,2014,normal,3
1952,bunch of retarded fanatics again,2014/10/4,0,2014,normal,3
1953,where is stalin and hitler when you need them,2014/10/4,0,2014,normal,3
1954,savages have fun with a drone in your ass,2014/10/4,0,2014,normal,3
1955,islamic state jewish statewhats the difference any religious state spells trouble big time,2014/10/4,1,2014,normal,3
1956,those people saying fuck muslims and so on are retarded atheists who live in freedom and enjoy a life full of sin those fuck muslims will invade the west and destroy it the only escape for christians is russia and orthodox lands,2014/10/4,0,2014,normal,3
1957,atheists are like is the only difference is that is is moral when it comes for smoking alchool and so on but atheists are devils evil people thanks to them the west will fall and the first signs are visible,2014/10/4,0,2014,normal,3
1958,is can fight even against a kurd they would split the iraqi goverment in two like prophet ali did to a gladiator,2014/10/4,0,2014,normal,3
1959,this is why people just need to be rastafarian or buddhist two most peaceful religions out there <U+00A0>,2014/10/4,0,2014,normal,3
1960,look the shit of the islam,2014/10/4,0,2014,normal,3
1961,anyone else think its funny how they ban any western musicfilmetc yet the press officer is filmed wearing ray bans,2014/10/4,3,2014,good,3
1962,fuck islam<U+00A0>,2014/10/4,0,2014,normal,3
1963,i know about these things ,2014/10/4,0,2014,normal,3
1964,abc a as a normal person i can see there is no such thing as a moderate muslim b bomb the lot of them out of existence  nukes  women children all muslim countrys the whole kit and caboodle and destroy all mosques and turn them into fun pubs c calm will reign again  if we are to survive just listen to israelthe only language muslims<U+00A0> understand is violence  and remember todays moderate is tomorrows headline  <U+00A0>,2014/10/4,0,2014,normal,3
1965,then what is this freedom alternatively laying byisnt it all in the image of islam if youre going to match yourself with islam your going to fall in it,2014/10/4,0,2014,normal,3
1966,im pretty sure killing christians or atheist wont help them making new friends in the near future or achieve peace in the middle east,2014/10/4,0,2014,normal,3
1967,why isis,2014/10/4,0,2014,normal,3
1968,nice k like allahu akbar,2014/10/4,0,2014,normal,3
1969,the harder life is the closer he is to his god he should just go to desert or jungle to live like cavemen and leave the civilised to live in peace baboon and idiots causing harm to humanity<U+00A0>,2014/10/4,0,2014,normal,3
1970,im quite sure this is leaders head is gonna be blasted into bits or put on a stake when he gets caught by his islam brethren who are against his radical shit,2014/10/4,0,2014,normal,3
1971,monkeys and unwashed pigs isis the state of godless dogs,2014/10/4,0,2014,normal,3
1972,this is fuck disgusting,2014/10/4,2,2014,good,3
1973,we will not leave ground to these barbarians destroy is and prevent this pest from expanding any further christian countries of the western world stand united against the fundamental bastards there and within our own countries,2014/10/4,0,2014,normal,3
1974,i always thought everyone deserved his or her own religion but since a few months i created a deep hate against people who try to force other people to live like how they think they should im scared about my own thoughts sometimes my ideas about the things they should do to these people the is ssholes are horrific i really hope this is a short period in history,2014/10/4,0,2014,normal,3
1975,bring it bitcheswere ready,2014/10/4,1,2014,normal,3
1976,merica bitches<U+00A0>,2014/10/4,0,2014,normal,3
1977,as an america myself i believe we need to stop worrying about these clowns in other countries and start worrying about our own first these fools in office think they can run the whole world and thats not how it works if these freaks in other countries want to kill and raise hell in the middle east thats their problem for now not our problem atm yes what the isis does is terrible but we have problems of our own our first concern should be to fix our countries problems then worry about other problems like isis isis wouldnt be our problem had we stayed out of it but no in typical us government fashion we had to stick our noses right in someone elses business dont buy someone else a new house if yours is falling apart fix your own problems first then help others with theirs,2014/10/4,1,2014,normal,3
1978,is  islamic satanists they are not gods muslims they are dark muslims who devil worship the goat horned one <U+00A0>they are a black cult rape death and torture is their mantra <U+00A0>they feed off the good the weak and the vulnerable <U+00A0>god will judge them<U+00A0>,2014/10/4,0,2014,normal,3
1979,one of the biggest cowards groups of muslimsthese bitches set a bad example for their religion and childreni hate this religons stupid believes of dedication and loyalty to their god by killing innocent peoplehow the fuck their god will praise these bitches for killing people these are some peaces of shits who perform in antipeace activities <U+00A0>in the name of god,2014/10/4,1,2014,normal,3
1980,great work vice,2014/10/4,1,2014,normal,3
1981,dear people of the world many of the content of this video is correct yet one major thing is a flaw yes the religion tells us to live by the sharia and it also tells us to teach it to the public all of the information regarding the sharia in this video is correct  but there is one thing islam has never told us to do do it violently islam in its meaning is safe and or peace we were never thought to teach our religion forcefully and by killing and by weapons its the same with the joke we always make about the states we shall teach our way of living in peace by force  now i say and beg to you do not judge islam by the act of the is their actions are the minorities,2014/10/4,15,2014,good,3
1982, thessalonians  kjv  let no man deceive you by any means for that day shall not come except there come a falling away first and that man of sin be revealed the son of perdition  who opposeth and exalteth himself above all that is called god or that is worshipped so that he as god sitteth in the temple of god shewing himself that he is god  that is none other than allah the great dragon satan himself he has set himself up as god and commands the genocide of christians and jews he denies the sontrinity and extremely blasphemous<U+00A0> john  kjv  yea the time cometh that whosoever killeth you will think that he doeth god service  john  kjv  who is a liar but he that denieth that jesus is the christ he is antichrist that denieth the father and the son  whosoever denieth the son the same hath not the father but he that acknowledgeth the son hath the father also  daniel  and he shall exalt himself and magnify himself above every god and shall speak marvellous things against the god of gods and shall prosper till the indignation be accomplished for that that is determined shall be done  neither shall he regard the god of his fathers nor the desire of women nor regard any god for he shall magnify himself above all  but in his estate shall he honour the god of forces,2014/10/4,1,2014,normal,3
1983,that entire region needs to be wiped off the planet obviously these people are a victim of uncurable ignorance they are sick if your religion is telling you to kill maim injure in the name of their god then they must worship satan why is there always an issue with that region why are these people always at war with someone where is the decencies take a note from mlk and the civil rights movement non violence works if you are truly god fearing then hell hear your cries and he will intervene but this sick twisted behavior only makes the world hate you people for me its to the point that you all are the same if there are good people in that area why are they not taking a stand why are they not saying theyre tired i couldnt live in a place where killing and beheading are acceptable these people blame the america for all their problems such stupid ass people i love my country and beheading isnt acceptable if they want to blame someone blame your father for sleeping with his sister that produced you there something mentally wrong with that region it could be incest who knows but the fact is this we are better than you get over it you people place your children in harms way you kill innocent people and your entire existence is just a shame i say let them kill each other theyre not worth our bullets just make sure you keep that fuckery in your own country stop blaming america i could give a damn about you people you are your worst enemy but you guys are to retarded to see it keep that mess in that toilet you call a country my advice to my government would be if they harm  hair on anther america head nuke themperiod and sorry if you live there but have nothing to do with this you need to rise up and fix your broken country otherwise youre just as guilty as them im so sick of hearing about the middle east its the same song and dance killing beheading blown up buildings children crying and a terrorist group thats completely fuck in the head screaming death to america pathetic bastards hopefully they end up killing each other off and i pray the next generation that grows up act like human beings and not savages,2014/10/4,8,2014,good,3
1984,dont use this kind of image we want an islamic street were muslims we dont want infidels we oppose infidels if you put this photo up it means you like infidels he says this while he dives a gasoline car which was invented by germans and holds a gun which the firing mechanism was first invented by the french,2014/10/4,2,2014,good,3
1985,i blame the us not for the iraq war but for decolonization and not helping europe recolonize their lost territories,2014/10/4,0,2014,normal,3
1986,so if that guys a profit what did he do to prove hes a profit,2014/10/4,0,2014,normal,3
1987,remember when christianity started killing everyone to take over the world the dark ages <U+00A0> yeah shut your hypocritical asses up  religion is a plague,2014/10/4,8,2014,good,3
1988,those guys all fuck eachother in the ass after they behead somebodybunch of homossuck my balls isis,2014/10/4,0,2014,normal,3
1989,sadd¨¢m is dead viva la america kadd¨¢f¨ª too viva la america ba<U+0161>¨¢r alasad enemy america    viva la america and now what happens now who will be next viva la revoluci¨®n no religion no political system no war fuck the world save yourself,2014/10/4,0,2014,normal,3
1990,i feel insulted they are the infidels not me  isis kills in the name of god  what god they kill in the name of a coward why else do they wear maskscowards,2014/10/4,0,2014,normal,3
1991,religion makes people do crazy things,2014/10/4,1,2014,normal,3
1992,war is more important than family  no wonder islamic world is so fuck up go to war and get killed then so decent people can raise families without you mfs will fuck everything up retards,2014/10/4,1,2014,normal,3
1993,isis is soft there are worst people in america jails than isis fighters america is the real pest in this world,2014/10/4,1,2014,normal,3
1994,defying a church and destroying the cross you people are gona burn,2014/10/4,1,2014,normal,3
1995,another thing i dont understand is why they let us film them like how did the camera man not get kidnapped,2014/10/4,8,2014,good,3
1996,abu mosa isamic state press officer  your level of hypocrisy is staggering <U+00A0>you are a key representative in a political video preaching a wholesome muslim way of life and spouting anti americaism yet you are wearing a pair of ray ban sunglasses a brand synonymous of america capitalism  this type of hypocrisy is representative of islamic state and the educated world can see this  the world is starting to wake up and taking notice and in time you will be dealt with in the same way we dealt with the nazis,2014/10/3,1,2014,normal,3
1997,while i appreciate what this documentary accomplished im quite let down by vice for not providing the least bit of historical framework with which to understand these people and what they are doing yes they are certainly frightening and quite possibly genocidal but without historical perspective this remains a flat though intriguing portrait more please takbir more more,2014/10/3,1,2014,normal,3
1998,we will nuke thembehead them and feed them with alligatorssharks and piranhas,2014/10/3,0,2014,normal,3
1999,lets bomb them back to stone age<U+00A0>,2014/10/3,0,2014,normal,3
2000,dirk dirk allah apaca shirpa shirpa<U+00A0> muhammed jihad,2014/10/3,0,2014,normal,3
2001,i am more concerned for the children under the isis regime they would grow up not knowing anything else but this sort of violence violence against the west violence against christians pretty much anyone who does not swear to the caliphate history is to blame colonization did such great damage that it is difficult to know if those effects will ever disappear these kids are only going to grow up with so much hatred in their hearts their minds are so easy to mold because they look up to role models  adults it was hard watching those kids willingly supporting isis cause even if the us stops intervening will isis eventually disappear or will they conquer the lands around them generations to come eventually forming one violent state they wished for when these children grow up they would be absolutely lost if they were told otherwise theyre the easiest to mold to an ideology and it seems like it will stick if they continue to be exposed to these conditions<U+00A0>  i dont know the quran but im very sure it doesnt preach violence if they did wed all be dead because there is a huge muslim population around the world the huge misinterpretation of religious text is so toxic and its more surprising how fast its spreading and the influence they are gaining im also very saddened by the beheadings they dont belong in the st century<U+00A0>,2014/10/3,0,2014,normal,3
2002,hey terrorist fuck you wouldnt have had them nice sun glasses without the work of infidels,2014/10/3,0,2014,normal,3
2003,allah is great,2014/10/3,1,2014,normal,3
2004,and its fake,2014/10/4,8,2014,good,3
2005,ironic,2014/10/4,2,2014,good,3
2006,same as the shit of atheism,2014/10/4,0,2014,normal,3
2007,do you think they are still in clear minds after what you have witness in the videolol,2014/10/4,0,2014,normal,3
2008,rotchild <U+00A0>luciferian family <U+00A0> reach <U+00A0>their <U+00A0>goal with isis <U+00A0>finally <U+00A0> stupid people <U+00A0>talk about <U+00A0>islamlike they <U+00A0>wantthis <U+00A0>fake <U+00A0> terrorist have <U+00A0> <U+00A0> of islam majority are <U+00A0>crypto zionist <U+00A0>jews <U+00A0>of <U+00A0>georgia turkeychechenyaeurope and <U+00A0>fanatics <U+00A0>from america alsobut <U+00A0>the own <U+00A0>retards <U+00A0>who think islam and arabs <U+00A0>are <U+00A0>the problem say <U+00A0>all that <U+00A0>this <U+00A0> evil elite <U+00A0>of <U+00A0> satanists <U+00A0>want <U+00A0>the destruction of all monotheists religions to put <U+00A0>their <U+00A0>fake religion do you <U+00A0>want <U+00A0>to <U+00A0>end <U+00A0>isis <U+00A0>well first <U+00A0>you <U+00A0>must <U+00A0>stop <U+00A0>obama erdogan cameron satanyahu al saudhollandethey are isis,2014/10/3,0,2014,normal,3
2009,we need to get fuck bombing faster,2014/10/3,0,2014,normal,3
2010,<U+00A0> heil hitler ,2014/10/3,0,2014,normal,3
2011,i cant wait to see beheaded merkel with cameron and obama  behind these three scums are bankers and their fuck banking system  and of course no mercy to lobies and off shore companies  european unionakabank union must extinguish for ever  europeans politicians are the real threats not isis  isis crimes are a funfair in comparison with nato crimes  cut off the heads of military nato officers<U+00A0> and europeans politicians  glory to that day watching live on tv the beheadings of shitty scummy politicians and their bankers,2014/10/3,0,2014,normal,3
2012,islam is peace not war these ppl are brain washed and evil  it makes me sad to see lots of incessant ppl suffer ,2014/10/3,0,2014,normal,3
2013,i dont want to live in a world where so much hatred exists,2014/10/3,1,2014,normal,3
2014,may christ have mercy on your souls  the perpetrators and the victims we are all responsible for this disease love is the true message of god nothing else,2014/10/3,0,2014,normal,3
2015,is will claim the caliphate when its alqaidas like the profetsplaying with eachother head there were prophets in play after the prophets dead and yezid were the last the truth,2014/10/3,0,2014,normal,3
2016,i wonder if the islamic radicals irrational fools recognized the fact that there have been dozens of gods and goddesses that have been prayed to over the last  years to include sun gods moon gods sea gods war gods love gods and even feather gods the jesus and mohammad gods have just come about in the last  years they should wake up to the demagoguery of religion and the conflict and death it causes,2014/10/3,0,2014,normal,3
2017,muslims and isis need tons of atom democracy<U+00A0>,2014/10/3,0,2014,normal,3
2018,do they understand the us can blow up the whole world,2014/10/3,0,2014,normal,3
2019,islamic radicalism like so many religions in the past will be destroyed over time it is a pity that their young are being indoctrinated in such hatred islam is being used as a tool to expand their hatred the extremists are just one more sick society as was christianity during the cramericades and inquisition,2014/10/3,0,2014,normal,3
2020,hallooooooo monkey,2014/10/3,0,2014,normal,3
2021, and we will raise the flag of allah in the white house wtf,2014/10/3,0,2014,normal,3
2022,all i see is rules rules rules rules from the creator the creator gave us freedom of speech tabaco plants alcohol and animals in a zo do have more freedom than those poor syrians they live in constant fear and kids can visit public excecutions they dont have descent lives are very very back behind there is not a single invention or advanced technology that was developed in the west<U+00A0> the only live you have and they fuck it up thinking there is an after live whats paradise and the virgins you get virgins owning them poor women only misery fear and death because the islam is the only thing to live for man wake up there are manymany religions religions like the mayas egypts aztecs native indians greeks roman empire and so on who lived many years before islam existed who had religions where there was freedom to people woman were seen as human and had the same rights and having more legit religions than islam<U+00A0> islamm super religion yeah very peacefull it must be a dream to being checked by people with guns everyday and to dissapear in jail for accidently causing a traffic jam its also very modern and high developed to execute people in public and stuff very clever also do genocide on other people children and women because they are not islamic etc super super nice religion very modern fighting against the world thinking you can win from western nations wow genius making the whole world hate you even other muslims and muslimcountrys dislike you even al qaida dislikes you you must be the most clever people on earth ever you are the best wow<U+00A0> all this damage sandy roads oldtimer cars and poorness is super awesome<U+00A0> i really understand now why you are so holding towards a  year old version of that other religion called christianity which is totally retard too if you really think its legit man you guys are popular its bid a pitty and hypocryt that you adapt and rely on western technology dough  i think you should ban that too i think the creator isnt pleased with that but hey he didnt let you know i think maybe one day he will tell and offcourse it would be in arabic language because its the one and only right language and the language of the world and the creator and offcourse it will happen in an arabic country and offcourse if he does it with help a human like a prohpet the human will be tortured to death because you would think hes a fony because if creator says something he does it  years in the past only pure logicgenius but when you die you come in an overcrouded place with some vergin sex slaves for ever ever ever ever and allwaysever and ever and ever in paradise a paradise only for men for men only and women are only allowed as they are virgin or do women get virgins too are those virgins female too or are they male but no virgin males didnt reproduce so they go to hell hmmm now im confusedso they have to be gay ohh damn your right thats not allowed they go to hell too than damnn<U+00A0> okey guys help me im stuck here,2014/10/3,0,2014,normal,3
2023,i wish these savages would just destroy themselves they cant even get along with themselves because muslims hate everyone so good luck you dumb assholes,2014/10/3,0,2014,normal,3
2024,isis  cia,2014/10/3,0,2014,normal,3
2025,fuck ur allah tell ur allah the is better god them him our god can teach ur allah what is humanity ,2014/10/3,0,2014,normal,3
2026,religion is fuck up our world every day there is no god stop believing in shit that doesnt exist,2014/10/3,1,2014,normal,3
2027,all this and no mention of the  year funding and arms supply to this terrorists by the us in syria,2014/10/3,1,2014,normal,3
2028,america get your shit straight<U+00A0>,2014/10/3,0,2014,normal,3
2029,funded and armed by the america to topple assad as stated by mc cain and gen mc indrey on fox news,2014/10/3,0,2014,normal,3
2030,look a mob full of closet homosexuals its no wonder that they are so angry the sexual frustration must be really getting to them,2014/10/3,0,2014,normal,3
2031,send these foul beasts back into the abyss  and all you isis supporters with them,2014/10/3,0,2014,normal,3
2032,they are not islamic that is not what the religion does,2014/10/3,39,2014,good,3
2033,this is why religion is fuck stupid,2014/10/3,0,2014,normal,3
2034,please vice start translating all nonenglish audio so we can also listen to the videos like this one,2014/10/3,0,2014,normal,3
2035,still cant get my head around the fact that the man at  minutes in has an america gun and america body armour amazing ,2014/10/3,0,2014,normal,3
2036,i calculate  thermonuclear detonations will fix this situation immediately<U+00A0> too many in this area are lost only a clean slate can fix it,2014/10/3,1,2014,normal,3
2037,isis is made by us so they can say muslims are terrorists,2014/10/3,0,2014,normal,3
2038,these people are fuck up in the head,2014/10/3,0,2014,normal,3
2039,no alcohol women are preserved and protected and no vices well i think being a muslim is better it is because they have discipline unlike free christians states where prostitution gambling drugs and corruption are rampant<U+00A0>,2014/10/3,0,2014,normal,3
2040,a world without islam  paradise,2014/10/3,4,2014,good,3
2041,these fuckin monsters son of bitch dont even have any idea what their masters us uk israel ksa qatar turckey will do with them once they achieve thr goal if you thugs <U+00A0>really want to stablish sharia law or islamic caliphate why dont u fuck of from middleast and do it in ur countries where u il legal dogs belongs to these are not muslims but khawarij ,2014/10/3,0,2014,normal,3
2042,isis seems to all be male dominated not one woman is seen chanting with them or young women agreeing to the bullshit they tell them at young age society across the world is starting to look like this and it needs to stop cuz essentially its just boys fighting with big toys <U+00A0><U+00A0>,2014/10/3,3,2014,good,3
2043,<U+0644><U+0627> <U+0627><U+0644><U+0647> <U+0627><U+0644><U+0627> <U+0627><U+0644><U+0644><U+0647> <U+0645><U+062D><U+0645><U+062F> <U+0631><U+0633><U+0648><U+0644> <U+0627><U+0644><U+0644><U+0647><U+00A0>,2014/10/3,1,2014,normal,3
2044,religious brainwashing,2014/10/3,3,2014,good,3
2045,haha that dudes voice talking around the  minute minute mark<U+00A0>,2014/10/3,0,2014,normal,3
2046,the cunt is brainwashing them by using a religion moral of the story religion is fuck,2014/10/3,0,2014,normal,3
2047,killed your brothers make your sisters to slaves and destroy your country too fuck off let them kill by themselve,2014/10/3,0,2014,normal,3
2048,america wake the fuck up when will you when they will nuke you well in a bit they will have acces to mass destruction weapons then its will be to late bomb them or wait to be nuked ur choice,2014/10/3,0,2014,normal,3
2049,christians are not infidels christians believe in god as the muslims in alah koran it says its a sin to kill a man sin to kill in gods name given to you in the name of alah sin thus jihad is sin,2014/10/3,0,2014,normal,3
2050,state of dirty monkeys,2014/10/3,0,2014,normal,3
2051,ah what can we do the world is fuck up,2014/10/3,0,2014,normal,3
2052,<U+0627><U+0634><U+0647><U+062F> <U+0627><U+0646> <U+0644><U+0627><U+0627><U+0644><U+0647> <U+0627><U+0644><U+0627> <U+0627><U+0644><U+0644><U+0647> <U+0648><U+0627><U+0646> <U+0645><U+062D><U+0645><U+062F> <U+0631><U+0633><U+0648><U+0644> <U+0627><U+0644><U+0644><U+0647>,2014/10/3,0,2014,normal,3
2053,it sickens me to see america weapons in the hands of isis the un needs to step up to a full scale war with this group and justice needs to be overwhelming and swift i hate to say it because i was hoping my country was done with iraq but the only resolution i can see involves boots on the ground and highly trained troops from around the world<U+00A0>,2014/10/3,1,2014,normal,3
2054,we should just let is do their shit and  isolate them from the rest of the world no need for intervention lets see how long theyll survive not being able to show how powerful and scary they are ,2014/10/3,0,2014,normal,3
2055,fuck this is how iraq and syria and egypt were converted to islam  years ago  just makes me hate islam more i cant believe i wasted  years of my life believing that shit practicing what the likes of these roaches enforced on the people of the region,2014/10/3,0,2014,normal,3
2056,we need christian extremists and it will be much more entertaining,2014/10/3,7,2014,good,3
2057, properly translated is  i swear by god this sacred oath that to the leader of the german empire and people adolf hitler supreme commander of the armed forces i shall render unconditional obedience and that as a brave soldier i shall at all times be prepared to give my life for this oath,2014/10/3,0,2014,normal,3
2058, reasons to hate islam     fight in the way of allah with those who fight with you and kill them wherever you find them and drive them out from whence they drove you out and persecution is severer than slaughter and do not fight with them at the sacred mosque until they fight with you in it but if they do fight you then slay them such is the recompense of the unbelievers they are told to go out and attack us where ever they can find us    fight those who do not believe in allahnor follow the religion of truth out of those who have been given the book until they pay the tax in acknowledgment of superiority and they are in a state of subjection they want to convert tax or kill every non muslim    the punishment of those who wage war against allah and his apostle and strive to make mischief in the land is only this that they should be murdered or crucified or their hands and their feet should be cut off on opposite sides or they should be imprisoned this is what they would do to us if given the chance    be not fainthearted then and invite not the infidels to peace when ye have the upper hand for god is with you and will not defraud you of the recompense of your works  so dont expect mercy if they catch you  i dont stereotype and fortunately not every muslim takes the quran and hadith so literally but muhammad called on his followers to either kill or enslave kufr meaning me and every one i know if they come here and try that shit with me then i personally will be cutting off their snake fuck heads and sending them back to the sharia shit pits they slithered out of with a fat fuck saamericage shoved down their throat,2014/10/3,0,2014,normal,3
2059,we should just use tons of napalm dont understand why its so hard to kill few fuckers in the middle of desert we need to call up russia army,2014/10/3,0,2014,normal,3
2060,muslim fuck,2014/10/3,0,2014,normal,3
2061,and so goes the fight for freedom ,2014/10/3,0,2014,normal,3
2062,right i am going to make a comment just before yom kippur day of atonement and hope some of you overly idealistic is people and any of you with silly idealistic views of our forever complicated diverse as hell world get this message because it is a completely different slant on all the predictable comments you would probably find regarding this very interesting video watching this video is a very big insight into why and how the islamic state will undoubtably collapse like a deck of cards and no it wont come from western powers bombing the bejesus out of the region or any of the ten billion silly ideas as to how to defeat is regarding virtually all idealism ideology and dogma throughout human history it is and has always been reality that leads to the defeat of any given system trying to have a one size fits all concept and this time old problem is always the same slipping on the banana peel issue if by some chance some of you crazy messiancs come across my rant maybe think carefully about what i am saying if you want to avoid some serious heartache in the near future regarding your idealistic fantasy of a pure world run by sharia law and what the entire globe under sharia law you have got to be joking no no no no it is and will never be remotely possible sorry the world is diverse religiously ethnically and everything in between for a good reason it is simply meant to be  <U+00A0>just like the natural world around us you can forget about even remotely being able to control the world around you us little humans are better off concentrating on our families and a small portion of the world around us i get the feeling somehow  the reality is that the territory so far conquered by is itself is going to be a nightmare to run as it is sure at the moment all is ok and the many people living in is territories under this very specific system of laws and regulations do as they are told and all is happy clappy money flows in from all sorts of wonderful sources of income etc etc etc but to be blunt humans being humans and it doesnt matter how much as has been always the case throughout human history that a million laws and ways of controlling humans have been enforced things are never eternally the same in all the multitude of different societies and clans spread across the globe i can tell you  that it will be a ginormous headache trying to enforce these very very tight laws  even with the most draconian and punitive of measures imaginable at your disposal  because human nature is impossible to control and within time  be it months or some years  the same people who have been liberated will be extremely fast prone to mass anger and will undoubtably revolt against such draconian rules and control over basic existence and that will be a very messy unkind ending to yet another idealistic vision of the world being  when in actual fact our world just is sorry bad pun diverse and humans really and truly in the st century should just learn to deal with this reality once and for all humans as a general rule  just like the world we live in  are simply not good at being controlled this is a simple fact there is no control <U+00A0>our world is not controlled whatever that higher force is which i do believe in personally and can believe it or not back up my belief about but this is too esoteric and crazy to write down here it is well beyond any human beings remotest understanding <U+00A0>the one thing that can be pretty much ascertained is that diversity and the protection of diversity  both human and environmental  is the key to our planet and what seems gut instinctively to be correct some control to keep various societies intact is fine and different ruling systems on our planet  including sharia which i dont like personally but has a right to exist even with universal human rights withstanding  this is all actually pretty normal in terms of our diverse world with different running systems but there is absolutely without hesitation no one size fits all ruling system this is the greatest lie throughout human history there will never ever be such a thing as one system it is absolutely impossible you can bet on this no matter how absolutely set might be the belief that the whole world willshouldmust be  this has been claimed for thoamericands of years by so many different societies and religions and ideologies and and and the result in the end is always the same for those who try to create a world that is one system complete and utter failure and heartbreak beyond comprehension think carefully and pay attention,2014/10/3,0,2014,normal,3
2063,its got bad since ive been there im sorry allah help them ,2014/10/3,0,2014,normal,3
2064,might i point out how much balls these journalists have to cover these stories like these terrorists love killing journalists yet these folks are out there covering this balls ladies and gentlemen,2014/10/3,0,2014,normal,3
2065,killer isil is dogs,2014/10/3,0,2014,normal,3
2066,i swearer i saw borat ,2014/10/3,0,2014,normal,3
2067,let them organize and set up camp then they will all be in one place after that it would be very easy to go in and take them all out at once,2014/10/3,0,2014,normal,3
2068,you tube really needs to enable the downvote the button is there but it doesnt do shit as a result a bunch of trolls fill the top of the comments section its a joke,2014/10/3,0,2014,normal,3
2069,so let me get this straight if i join isis i can have my way with little boys while the women work as well as kill anyone that disagrees with my make believe religion where do i sign up,2014/10/3,0,2014,normal,3
2070,this is fuck disgusting i cant belive that tht man was smiling when his kid was saying he was going to kill people my dad smiled when i learned the alphabet or tied my shoes the amount that we hate isis is extreme to think that these  year old kids are getting raised learning to kill us is just very sad thing to think<U+00A0>,2014/10/3,0,2014,normal,3
2071,glad im not in that hell geez america is good yea ,2014/10/3,0,2014,normal,3
2072,what is the name of the song at ,2014/10/3,0,2014,normal,3
