,textOriginal,date,likeCount,year,popularity,time
11066,no you stop being dumb ass hatthe fact is assad has been fighting these us israeli backed terrorists now for the last  years by themselves all the while the us media has been lying and intervening  in the conflictthe syrians dont want the rebels to win they want them out of their country or dead there is no proof that the syrians hate their leader other than the jew run media saying otherwise and that is all you have to go by which amounts to bs,2018/4/16,0,2018,normal,2
11067,thank god you said that because i honestly didnt understand the guys comment it wouldnt have been fightning them who are you talking about the isis and fsa,2018/4/16,0,2018,normal,2
11068,r m finally someone clever   although i do have to say that other countries arent innocent either especially the uk and america,2018/4/16,0,2018,normal,2
11069,did you know russia massive ton rs icbm will be ready for nuclear war in  ,2018/4/17,0,2018,normal,2
11070,so what about an investigation the us and pisrael will infiltrate that anyways and all the lemmings will believe it,2018/4/16,0,2018,normal,2
11071,whats the matter didnt you get the emaillol lol lol,2018/4/15,0,2018,normal,2
11072,kanal can you not spell hillary clinton i mean if that is your intelligent and put i think you should just keep it to yourself because clearly you are irrelevant when you misspell someones name that badly,2018/4/15,0,2018,normal,2
11073,andrew mroz its funny you say that because this is one of those situations where the persons independent interest of their own wellbeing comes before the common interest of the people this is our socalled democracy of freedom funny how we want to keep all the mexicans out because i cant think of any place i would rather run to in this moment,2018/4/15,0,2018,normal,2
11074,rishi this obviously you dont have children,2018/4/18,1,2018,normal,2
11075,ell jay you dumb as hell how can a country that spent over  billion dollars on their military last year more than all the countries put together plz plz explain how it would be weak dumbass,2018/4/18,1,2018,normal,2
11076,the us has been at war with the middle east for ove r years nowcant blame those guys for hating us,2018/4/15,0,2018,normal,2
11077,i think the point you made could have gone both ways but as i see it either way we would be in bind from my perspective i dont see trump trying to start war with russia but with siria sorry if spelled that wrong,2018/4/17,0,2018,normal,2
11078,yes he was hoping she would so we could end this threat,2018/4/17,0,2018,normal,2
11079,vinmoonsu no america and russia are both the same they barely have any differences,2018/4/16,0,2018,normal,2
11080,vinmoonsu russia will never attack first probably thats why he is so calm or he is just an idiot,2018/4/15,0,2018,normal,2
11081,jagermister are u sure that they are civilians it is proven that your government was lying you for example when they attacked vietnam your own old documentaries tell about it when the government claimed in the beginning that vietnam has chemical weapons and thats why they should attack later they admitted that they lied they created an enemy to be able to attack unfortunately the history repeats and now russia is made an enemy,2018/4/15,0,2018,normal,2
11082,d p the greatest brainwashing masterpiece was getting christian evangelists to support a country that has long declared our saviour jesus is the anti christ anyone who is anti jesus christ must be the followers of the actual antichrist why are the evangelicals supporting the enemy of jesus in israels doctrines q how has no one spotted this blasphemy who called for the execution of jesusbought and paid for it with thirty pieces of silver forgive them but dont support them,2018/4/17,0,2018,normal,2
11083,n i k o lol,2018/4/15,0,2018,normal,2
11084,euphoric visigoth putin does not want to screaming smth watch the videos of putin and megyn kelly that are not cut by media,2018/4/15,0,2018,normal,2
11085,i cant wait bru this would be lit,2018/4/15,0,2018,normal,2
11086,there are no proof for these actions unbelievable,2018/4/22,0,2018,normal,3
11087,unbelievable isnt it,2018/4/22,0,2018,normal,3
11088,didnt even have to look as soon as the lying started i knew this was as us network,2018/4/22,0,2018,normal,3
11089,and all of this at the tax payer money and the money corporate and banking systems literally stole from people in the developed world for the past several centuries,2018/4/22,0,2018,normal,3
11090,this boy that was being showered in the video has spoken he was playing outside while he was kidnapped by the white helmets and took to the hospital for in front of camera shower  neither this boy nor his dad had any idea of chemical attack of any kind in syria at that time so its obvious a fabication and ordinary msm fake propagnada news in order to fire more attacks on legitimate leader of sovereign state syria  shame on you  you liars and sociopaths,2018/4/22,0,2018,normal,3
11091,guys we all believe that hitler dreaming of world domination is bad and america is good look at the facts after the second world war they unleashed and took part in several dozens of wars,2018/4/22,0,2018,normal,3
11092,israel throwing chamical in seyria  america understand about israeli manu,2018/4/22,0,2018,normal,3
11093,so much disinformation crap from cbs and this analyst kounalakis,2018/4/22,0,2018,normal,3
11094,trump trying to begin war israil trying to begin war  and stupid people still voting for them to see distraction of theyre lifes and homes where is your logic stupid slaves stop voting for the enemys of your future what is happening to your logic idiot slaves,2018/4/22,0,2018,normal,3
11095,still trying to justify the bs dont fall for this bs,2018/4/22,0,2018,normal,3
11096,america propaganda,2018/4/22,0,2018,normal,3
11097,chemical weapons  really  they also told that iraq has chem weapons but were is it now  or they just want the oil  this western country are the real terrorist in the world,2018/4/22,0,2018,normal,3
11098,how did russia respond here now please fix it,2018/4/22,0,2018,normal,3
11099,look at all the dislikes,2018/4/22,0,2018,normal,3
11100,united states bullying countries without armament try that with north korea,2018/4/22,0,2018,normal,3
11101,liar mf typical cover up to justify other country invasions by nato and us stop it already,2018/4/21,0,2018,normal,3
11102,you will never undestand syria untill war knocks your door,2018/4/21,1,2018,normal,3
11103,america france and uk are the bad guys this time,2018/4/21,0,2018,normal,3
11104,whos this olive head lookin muafucka,2018/4/21,0,2018,normal,3
11105,because trump spoke to putin prior to attack,2018/4/21,0,2018,normal,3
11106,barbarians are crazy  cant be trusted liars  better not believe one word that comes out this thing mouthwe know its not human,2018/4/21,0,2018,normal,3
11107,there was no chemical attack everyone knows but people in west been fooled for a long time now where was america when thoamericands where getting massacred everyday,2018/4/21,0,2018,normal,3
11108,jesus christ last end of coming day apocalypse  revelation  ,2018/4/21,0,2018,normal,3
11109,liars,2018/4/21,0,2018,normal,3
11110,so basically when assad feels embattled he defends himself by fueling even more military action against him makes perfect sense,2018/4/20,0,2018,normal,3
11111,see video the world must know pureevil hellonearth  by sgt report,2018/4/20,0,2018,normal,3
11112,america is the vile beast that will destroy the world according to prof noam chomsky and is an america a survey was carried out in every country and the reults showed america the no  threat to world peace the world despises america,2018/4/20,0,2018,normal,3
11113,america plz help us ,2018/4/20,0,2018,normal,3
11114,but the us france and britain are the bad guys these countries take their armies and go into others territory and attack them who is the aggressor,2018/4/20,0,2018,normal,3
11115,america why you need to attack syrians they dnt do anything  plz stop they are so poor if there was stil obama he was about to stop but there is donald trump ,2018/4/20,0,2018,normal,3
11116,in history america will be the most hated nation ever if we even have a world too live in if they continue the lies,2018/4/20,0,2018,normal,3
11117,blaming russia for rigging elections is a dumb way of looking at things its  i can change my  ip to a random russia household anytime i want and i dont even have any knowledge in hacking or coding,2018/4/20,0,2018,normal,3
11118,its amazing how many libtards come out of the woodwork when dt does something but ignore the fact obama started our involvement there,2018/4/19,1,2018,normal,3
11119,omg still peddling the bs there is no proof of chemicals to warrant the missile attack nor was there any from the last year attack nor wmds in iraq etc etc operation timber sycamore is serving the pockets of the usmic and that is a fact,2018/4/19,0,2018,normal,3
11120,these guys both look like whos from whoville,2018/4/19,0,2018,normal,3
11121,isaiah ezekiel daniel revelation did i miss any or did i miss all the rest,2018/4/19,0,2018,normal,3
11122,i would like to see proof that assad conducted such an attack to date we only hearwe think he did he probably didonly general mattis stated we were still evaluating the evidence but damn the torpedoes full speed ahead we have  troops in syria assad did not fire a shot putin has an  approval ratingtrump  the america has been fighting in afghanistan for  years nowand we are losing i am sure we are making military progress that exceeds all our expectations and that there is light at the end of the tunnel as general westmoreland can quote a number of vital statistics to support this claim,2018/4/19,0,2018,normal,3
11123,a huge false flag comming,2018/4/19,0,2018,normal,3
11124,new world order,2018/4/19,0,2018,normal,3
11125,didnt the swiss lab say the chemical agent used on the spy in brittan was a nato agent,2018/4/19,0,2018,normal,3
11126,addresstheproblemsofabortionandmiseducationandpornographyletusseethepresidentours,2018/4/19,0,2018,normal,3
11127,abortionandmiseducationandpornographythestateshathitsownproblemssuchas,2018/4/19,0,2018,normal,3
11128,americawakeup,2018/4/19,0,2018,normal,3
11129,addresstheproblemsoursletusseethepresidentours,2018/4/19,0,2018,normal,3
11130,fake and good acting,2018/4/19,0,2018,normal,3
11131,jeez stop lying to people there was no chemical attack why would assad do it  just for fun this is suicide but media makes it look obvious that they did it no evidence america is a criminal country,2018/4/19,0,2018,normal,3
11132,cbs fake f in news,2018/4/19,0,2018,normal,3
11133,bro whos ready for call of duty wwiii after all of this,2018/4/19,1,2018,normal,3
11134,red handed is that a pun i think the jig is up for little vlad someone stole the cookies vlad was the only one home vlad must have stolen the cookies he needs to go to time out,2018/4/19,0,2018,normal,3
11135,you cant say that his population doesnt believe there was an attack on a chemical weapons facilitysurely some do you yourself make the distinction of russia and putins russia these two things exist not only in history but also in real time,2018/4/19,0,2018,normal,3
11136,whoever wants to have it out go out in space out of this worldn destroy each othernot here on earth pls,2018/4/19,0,2018,normal,3
11137,ashe johnston i respect that good luck man,2018/4/22,0,2018,normal,3
11138,¦Ähm¦Äd ¦Ä i dont trust or support it but ill stand when called and fight for my country not for those who run it,2018/4/22,0,2018,normal,3
11139,dont trust your government man they killed america back in september   and plus their just puppets dont fall for your government not worth fighting for but ofc its your choice so yea,2018/4/22,0,2018,normal,3
11140,i find it rather idiotic that you consider russia news trustworthy but not america news you are obviously russia,2018/4/22,0,2018,normal,3
11141,this outlet is directed for a captive audience that is afraid the reality could tell them they are wrong to keep calm in their cozy information prison funny this exact thought came to mind as i read your entire comment,2018/4/22,0,2018,normal,3
11142,only communist morons believe that,2018/4/22,0,2018,normal,3
11143,im glad that you think russia media constitutes as research,2018/4/22,0,2018,normal,3
11144,fun fact only  of america oil comes from that region of the world  comes from right here at home and our largest oil importer is canada,2018/4/22,0,2018,normal,3
11145,after ww probably only some chinese and indians will remain given the large population they have,2018/4/21,0,2018,normal,3
11146,mainstream news is just political biased trash for the most part fox is far right morons cnn is far left morons,2018/4/22,0,2018,normal,3
11147,alpha omega fallen is babylon the one who made the whole world rich they will stand afar and mourn for her for she was destroyed in one hour,2018/4/19,0,2018,normal,3
11148,russia are still sour about the cold war,2018/4/22,0,2018,normal,3
11149,because assad has the backing of the russia and he believed that he could act with impunity because the united states wouldnt risk conflict with the big bad ruskies well he believed wrong,2018/4/22,0,2018,normal,3
11150,i bet you hear colors and see sounds too,2018/4/22,0,2018,normal,3
11151,kualumpur zagreb you said that well thats wat should be done but theses greedy white america want to put there finger on everything,2018/4/19,0,2018,normal,3
11152,not if you know anything,2018/4/22,0,2018,normal,3
11153,chinese have little dicks you want some european meat,2018/4/19,0,2018,normal,3
11154,mikrobyo zero someone hasnt learned about the ancient era,2018/4/20,1,2018,normal,3
11155,roxanne kami <U+0622><U+0631><U+0647> <U+06A9><U+0644><U+0647> <U+06A9><U+06CC><U+0631><U+06CC> <U+06A9><U+0633><U+062E><U+0644> <U+0642><U+0627><U+0645><U+0648><U+0633><U+0646><U+0627><U+0645><U+0647> <U+062A><U+0648> <U+062E><U+06CC><U+0644><U+06CC> <U+0642><U+0634><U+0646><U+06AF> <U+062E><U+062E><U+062E><U+062E><U+062E>,2018/4/21,0,2018,normal,3
11156,lmfao russia are just waiting for the right time,2018/4/19,1,2018,normal,3
11157,here is the prof  ,2018/4/22,0,2018,normal,3
11158,all liars,2018/4/21,1,2018,normal,3
11159,you forgot about the  starbucks coffee  but that sounds about right lol,2018/4/21,0,2018,normal,3
11160,sarah silverman thats what i thought,2018/4/19,0,2018,normal,3
11161,because unlike you the media doesnt always invent dots to connect you know the ones that only exist in your head,2018/4/22,0,2018,normal,3
11162,i want to be a cone snail,2018/4/22,0,2018,normal,3
11163,the proof will be in the pudding as they say they also say things come in s wwi wwii ,2018/4/22,0,2018,normal,3
11164,you clearly belong in a mental institution,2018/4/22,1,2018,normal,3
11165,very true,2018/4/20,0,2018,normal,3
11166,oh im sorry you actually want to engage in rational debate well here you go then on september th  the united nations said the russia where commiting human rights violations in occupied crimeaarbitrary arrests and detentions enforced disappearances illtreatment and torture and at least one extrajudicial execution were documented in  putin signed a bill banning gay propaganda showing that he clearly has no problem supressing ideas he disagrees with  russia elections are rigged to keep putin in power and the most vocal opposition is suppressed fraudulent votes are also added in favor of the progovernment party he signed a law giving the president the right to appoint governors rather than require citizens to elect those officials when he first became the president he took over russia broadcast television always a red flag when a country nationalizes its media outlet putin has passed a bill increasing penalties for citizens who participate in protests regardless if they are peaceful or not there are currently more than  people in russia who are imprisoned for their political beliefs putin has been in power for  years as prime minister and president with an approval rating of  which would be a red flag for anyone who isnt a naive child  all of this and yet here you are perpetuating this idiotic idea that putin and russia are these honest upstanding citizens being bullied by the big bad united statespeople in russia are only informed when the information displays putin and the current government in a positive light and a simple google search is all it takes to find dozens upon dozens of examples of russia tightly controlling information its citizens receive and cracking down on any political dissent  its pathetic that you would try to convince other people to trust the words of a foreign power its not even foreign media because the russia government owns and regulates the news stations to suggest that people should place credibility in the propaganda of another nation is naive and disgusting you are so committed to hating the united states that you cant engage in rational debate and that is why i previously didnt plan to respond im not a troll not always at least but you are most certainly an idiotto anyone who reads these comments i urge you to do your own research into the subject read from multiple sources and ignore communist libtards like this guy here,2018/4/22,0,2018,normal,3
11167,maze akaikami thats all you have no heres why youre wrong statement or some kind of proof proving that im wrong funny how you say i cant debate but you came out the gates with nothing and continued your ignorance by calling me a idiot lmao get out of here troll you obviously know nothing and proved that pretty quick lol,2018/4/22,0,2018,normal,3
11168,if you believe anything you just said then you are too delusional to participate in rational debate i will settle for calling you an idiot,2018/4/22,0,2018,normal,3
11169,i think its pretty obvious at this point that if the russia did help get trump elected they wish they hadnt,2018/4/22,0,2018,normal,3
11170,eyup its spelled saudi arabia,2018/4/20,0,2018,normal,3
11171,communist,2018/4/22,0,2018,normal,3
11172,youre an idiot,2018/4/22,0,2018,normal,3
11173,ladies and gentlemen this is what an idiot looks like,2018/4/22,0,2018,normal,3
11174,thats because this guy is an awful reporter,2018/4/22,1,2018,normal,3
11175,nah putin in marion il forever then when released to the russia people he begs to stay in max lock up in marion just like noriega,2018/4/20,0,2018,normal,3
11176,so the wannabe gangster is an expert on international policy and warfare,2018/4/22,0,2018,normal,3
11177,not all of america but more that half of all america for sure,2018/4/20,0,2018,normal,3
11178,i no longer watch or believe mainstream media news except one america news network and sometimes tucker carlson rt america vesti,2018/4/20,0,2018,normal,3
11179,excuse me  there are no longer communists in power in russia since boris yeltsin defeated their coup attempt back in     there is  a communist party here in america see wwwcpamericaorg and from wikipedia an excerpt on the soviet communist party the party was dissolved on  august  on soviet territory soon after a failed coup d¨¦tat and was completely abolished on  november  on russia territory stop watching the kardashians dude,2018/4/20,0,2018,normal,3
11180,im disturbed by the number of idiots who believe what youre saying,2018/4/22,0,2018,normal,3
11181,i just did just like how iraq is now a peaceful place to live oh and libya,2018/4/19,0,2018,normal,3
11182,a stupid president and a stupid people from the president what is the origin of this president is he a mexican or a dutchman or an italian or a frenchman i am sure if we ask him about his father or mother he will not be able to answer his wifes pornographic films everywhere,2018/4/22,0,2018,normal,3
11183,syria was a peaceful country before we started bombing them no one is buying the bullshit you guys are selling  we need to leave syria at least quit acting like were humanitariansif we need there resources fine but just quit with the o were saving ppl that didnt need saved until we showed up,2018/4/22,0,2018,normal,3
11184,we do not have time to play with isis sir good job kill all evel sir kill them all in god we trust,2018/4/22,0,2018,normal,3
11185,sir good job in god we trust i support you sir trump,2018/4/22,0,2018,normal,3
11186,of the  rockets only  came to the goal hahahahahahahahahaha,2018/4/22,0,2018,normal,3
11187,the soros masonry organization is behind the migration to the eu,2018/4/22,0,2018,normal,3
11188,even a small amount can spread and be extremely dangerous so our plan to help is to shoot the shit out of it with an arsenal of missiles,2018/4/22,0,2018,normal,3
11189,ill bet he hasnt been that hard since the s,2018/4/22,0,2018,normal,3
11190,evil speaking lies no shame,2018/4/22,1,2018,normal,3
11191,trump just talk to much  he doesnt doing anything  men of the talk,2018/4/22,0,2018,normal,3
11192,people why attack syria united states britain and france we think they have weapons of mass destruction  people why dont attack north korea united states britain and france because they actually have weapons of mass destruction,2018/4/21,0,2018,normal,3
11193,wow trump  you are really a creepy liar and a sellout,2018/4/21,0,2018,normal,3
11194,victory is the field of monotheistic thinking,2018/4/21,0,2018,normal,3
11195,everlasting death to america,2018/4/21,0,2018,normal,3
11196,theres no different if hillary elected as president,2018/4/20,0,2018,normal,3
11197,just me or does his skin looked flushed,2018/4/20,0,2018,normal,3
11198,i pray for the us troops and the people of syria,2018/4/19,0,2018,normal,3
11199,i hate war   nomorewarwithrussia trump stop this pls,2018/4/19,0,2018,normal,3
11200,§Ò§Ý§ñ §Ó§à§ä §Ó§Ñ§Þ §Ú §Ó§ä§à§â§Ñ§ñ §Þ§Ú§â§à§Ó§Ñ§ñ,2018/4/19,0,2018,normal,3
11201,this is a mistake but lets not forget hillary would do the sameits because of the zionists and neocons in governmentand trust me there are manymany of them,2018/4/19,0,2018,normal,3
11202,more more more kremlin bots hello putin,2018/4/19,0,2018,normal,3
11203,i am so sure you definitely go to the hell  trump what you did is not right and dont fool us around,2018/4/19,0,2018,normal,3
11204,wipe usreal from the earth not the simple people but all government fed an financial criminal structures from germany,2018/4/19,0,2018,normal,3
11205,when trump drowned in the swamp,2018/4/19,0,2018,normal,3
11206,yall get off tha gas and let him be president,2018/4/19,0,2018,normal,3
11207,heil,2018/4/19,1,2018,normal,3
11208,anyone else notice the change in trump demeanor,2018/4/19,0,2018,normal,3
11209,americunts  obese gunaddicted imperialists,2018/4/19,0,2018,normal,3
11210,america is reign by the eternal jew,2018/4/19,0,2018,normal,3
11211,ian gross hes a neocon,2018/4/22,0,2018,normal,3
11212,how is he a liberal,2018/4/22,0,2018,normal,3
11213,triumph ace you now realize how stupid you were you thought being as conservative and politically incorrect as possible would save youit didnt,2018/4/19,0,2018,normal,3
11214,triumph ace to late isnt u fucken maga mothafucker ur leader backfired hu,2018/4/19,0,2018,normal,3
11215,he is evil,2018/4/20,0,2018,normal,3
11216,mrvendetta so true,2018/4/19,1,2018,normal,3
11217,liberal dumbasses,2018/4/22,0,2018,normal,3
11218,steven lee  ²»ÊÇÎÒÔÚËµÌ¨ÍåÊ¡µÄÄÏÖ§ÄÇÍÁÈË,2018/4/19,0,2018,normal,3
11219,max chen Ì¨ÍåÓÐºÜ¶àÍâÊ¡À´µÄÖ§ÄÇÈË°¡ÄãÔÚËµËûÃÇÂð,2018/4/19,0,2018,normal,3
11220,steven lee Äã³ÐÈÏÙÁÈËÂîÄãµÄÄÏÖ§ÄÇÍÁÈËÀ²,2018/4/19,0,2018,normal,3
11221,max chen Äã³ÐÈÏÄã¹ú½ÐÖ§ÄÇÁË,2018/4/19,0,2018,normal,3
11222,Äã³ÐÈÏÄã¹ú½ÐÖ§ÄÇÁË,2018/4/19,0,2018,normal,3
11223,no one,2018/4/19,0,2018,normal,3
11224,health nerdz you think they dont mean well haha you make me laugh its not like they want there own people to be poisoned it looks like you need to do more digging,2018/4/19,0,2018,normal,3
11225,ww is eminent,2018/4/22,0,2018,normal,3
11226,as these dumb europeamerica poeple dont see that america gives guns to isis instead of the army and these  years have no brain so stay out,2018/4/20,0,2018,normal,3
11227,absolutelyrussia won,2018/4/20,0,2018,normal,3
11228,why does everybody hate syria i just want the war to stop,2018/4/20,0,2018,normal,3
11229,madonna was right about him being evil hes taking the planet  down the tubes,2018/4/19,0,2018,normal,3
11230,this is so stupid,2018/4/19,0,2018,normal,3
11231,a leader is killing syria children like animals bow down to allah and worship,2018/4/19,0,2018,normal,3
11232,trump is going to send missiles into syria to blow up their storage of chemicals what happens to that stuff when you blow it up  oh it then becomes airborne     waiting on their next lie,2018/4/19,0,2018,normal,3
11233,when middle east is secured america then will be used up and power handed over to russia with the zionest controllers,2018/4/19,0,2018,normal,3
11234,russia is in on the the plan they was taken over in the early s by the communist zionest,2018/4/19,0,2018,normal,3
11235,fuck you donald trump,2018/4/19,0,2018,normal,3
11236,the west is dammed if they do and dammed if they dont when they do step in to help people from being slaughtered its viewed with an ulterior motive then when they dont do anything the rest of the world cries fowl,2018/4/19,0,2018,normal,3
11237,moscow is not russia russia can do without moscow just like we can do without bitchass bucharest more so because russia is a giant federation putin came into power at a moment of instability and created order nobody wants to take that from him neither do i but people change so did he we are all perishable like the food we eat once a leader is going the wrong way he must be stopped once the economy was booming why keep this man become insane in power,2018/4/22,0,2018,normal,3
11238,frank tenpenny well it is all is not true come to russia and you will see that is america propaganda create an enemy to be able to attack russia thats sad,2018/4/19,0,2018,normal,3
11239,sho kurata i am from europe and donot support us though we are in nato we have no choice just follow america as dogs,2018/4/19,0,2018,normal,3
11240,anoushka bam it is like with vietnam watch old america documentaries america claimed vietnam they had chemical weapons and attacked vietnam later on had they confessed it was  lies,2018/4/19,0,2018,normal,3
11241,tina rider well bad that you have not experienced ww otherwise you would not say such stupidities,2018/4/19,0,2018,normal,3
11242,rarewarroses as always wars for piece,2018/4/19,0,2018,normal,3
11243,svetlana vasiljeva vasiljeva show me prove anyone could make up bullshit by the way learn history this people are not jews they calm they are to hide the truth throught out history every nation has kick them out for a reason they are satan children,2018/4/19,0,2018,normal,3
11244,jimmy afar so you support hitler killing millions of jews support a genocide,2018/4/19,0,2018,normal,3
11245,somepolishdude it seems that u know and understand nothing continue with your media america is democratic and russia is dictatorship ,2018/4/19,0,2018,normal,3
11246,zrterror hahahaaa brainwashed i am from europe,2018/4/19,0,2018,normal,3
11247,joe estrada so what is your point ,2018/4/19,0,2018,normal,3
11248,nolo  your an idiot most people in all countries just want peace america is not the problem who the hell do you think controls the worlds wealth oh its the zionest who stolen the identity of israel,2018/4/19,0,2018,normal,3
11249,awesome avenger you donot need to crash someone u less your government start a war,2018/4/19,0,2018,normal,3
11250,amir oghyanoosi hahahaaa,2018/4/19,0,2018,normal,3
11251,d devo better they do not start a war provocators,2018/4/19,0,2018,normal,3
11252,linda green  well to make america great again as usually america needs as always piece and democracy ,2018/4/19,0,2018,normal,3
11253,juice  dont answer the door,2018/4/22,0,2018,normal,3
11254,tableshaper you live in your imaginary world created by your media well done be aware of trolls ,2018/4/19,0,2018,normal,3
11255,awesome avenger because they support it,2018/4/19,0,2018,normal,3
11256,america is a stronger country then russia the only way one side will win is who has the most allies backing them up but hands down us would crush russia,2018/4/19,0,2018,normal,3
11257,friendly neighborhood straight white male what do u mean he as every president represents his people and it tells a lot he is rasist and many other things that were supported during his compaign but it doesnt matter actually all your presidents are for piece and democracy whatever you mean with it  but somehow making wars everywhere,2018/4/19,0,2018,normal,3
11258,thomas oglesby  no it is your media who is frightening you they are turning everything uppside down putin never frightens he just informs us if it would like to attack,2018/4/19,0,2018,normal,3
11259,m<U+0171>sf  us and russia are not enemies it is just us who do not want to cooperate with russia watch for example an uncut video with megyn kelly at least the reasonyou want a war with russia and media is clearly cooperating with government ,2018/4/19,0,2018,normal,3
11260,ying jiang  legendary well really representing totally,2018/4/19,0,2018,normal,3
11261,awesome avenger bravo saying it exactly with medias words bravo,2018/4/19,0,2018,normal,3
11262,darric lp  are you serious or just sarcastic i am not a troll,2018/4/19,0,2018,normal,3
11263,there wouldnt be a problem if russia stopped using chemical weapons on civilians,2018/4/19,0,2018,normal,3
11264,oxo ken we all are bored with this troll history you shouldnt trust your media like small children am from europe and donot support us and its aggressive politics to say we are for piece and democracy is not enough if you make war all the time,2018/4/19,0,2018,normal,3
11265,curmudgeon of doom well i am from europe and yes we do not america start a war it is not russia,2018/4/19,0,2018,normal,3
11266,stuart crossland where you brains are coming from only from your media wow,2018/4/19,0,2018,normal,3
11267,djvegas wrong america wants and propaganda is her weapon bravo democratic and pieceful country ,2018/4/19,0,2018,normal,3
11268,george ramsey are u not tired of calling people trolls your trust in your media is funny they in their turn consider you as total fools,2018/4/19,0,2018,normal,3
11269,adam hunt hahaa,2018/4/19,0,2018,normal,3
11270,ive been saying that world war  is going to happen for years everyone thought i was crazy but now look look now whos really crazy get right with god pray because were all going to die once stuff hits the fan repent because the end is near they said i was a fool but now look ww could happen anyday now thanks to donald trump store up food and water learn to grow your own food because the big one is coming if we are not raptured out of here then its going to be hell on earth they said i was a fool a fruad but now look look whos laughing now,2018/4/21,0,2018,normal,3
11271,twenty <U+00F8>ne pil<U+00F8>ts  hahaa,2018/4/19,0,2018,normal,3
11272,intresting analysis  everytine war is ending in a region there is a chem attack  by the winnig side,2018/4/26,0,2018,normal,4
11273,visa process services in dubai  we are documents clearing company in united arab emirates specialized in all kind of documentation processes  we support our customers to hassle free all kinds of govt services in uae by providing them easy and professional solutions to their requirements we are specialized in  vat registration in uae see more  uaeadccom documents clearing services we provide all kind of documents clearing services in uae very competitive price call us  email  roufuaeadccom like comment share comments rouf choudhruy  write a comment   rouf choudhruy  april at    documents attestation  new business setup and pro services  we are documents clearing company in united arab emirates specialized in all kind of documentation processes  we support our customers to hassle free all kinds of govt services in uae by providing them easy and professional solutions to their requirements  we are specialized in  vat registration in uae  family visa process   housemaid visa process services  license renewal  visa management  ejiari for trade license  business setup  visa cancellation  court agreement  pro services to company  consultation membership for early contract  bank cases over dew payment  new company setup  family visa  visit visa  license cancellation  all countries visa application processing  medical for visa  emirates id  immigration services  labour card renewal  passport lost  ministry of labour  trakhees services license renewal  free zone visa processing  jafza visa processing  trade name reservation  tenancy contract making  death cancellation  sick cancellation  bank account opening  pray legal consultancy  dha license renewal  dha approval  fanar application processing to fanar  economic related services  documents attestation  memorandum typing  court attestation  call us now for free consultation  amazon documents clearing  mobile     tel      phone    whatsapp    email  infouaeadccom  amazoncatherinegmailcom wwwuaeadccom,2018/4/26,0,2018,normal,4
11274,russia dont believe that he shot down  missiles with  years old rocket systems and all russia do there are protecting their oil interestlike some oil fields that assad transfer to putins friends so make no mistakes its all about oil,2018/4/25,0,2018,normal,4
11275,america havent done anything to syria the us corporation did that attack,2018/4/25,0,2018,normal,4
11276,long life to putin and bashar al sad two great leaders  exterminating the terrorists trained equipped and helped by the united states england and western europe,2018/4/25,1,2018,normal,4
11277,that was the biggest load of crap i ever hurt,2018/4/25,0,2018,normal,4
11278,destroy america,2018/4/25,0,2018,normal,4
11279,havealotofproblemsthestatesunited,2018/4/24,0,2018,normal,4
11280,where the world is going we are living in the era of war,2018/4/24,0,2018,normal,4
11281,why america always a fright small country america fi member that hitler make america cry like a babyhitler will rise again,2018/4/23,0,2018,normal,4
11282,cbs news one of the biggest news channels in the us how did russia response,2018/4/23,0,2018,normal,4
11283,wtf is this cheap propaganda  thought only russia does that  but america is far more wors than them  is not like is the first time when they use propaganda see iraq and afganistan  no wonder eu did ask for theyr own army separated by nato  if america want war with russia the america yoyo,2018/4/23,0,2018,normal,4
11284,these fools from fox cnn whatever conglomerate news media are paid to give you info on what they want you to hear they manipulate at an all time high its being inebriated with false information dont fall for itstay away from television get your sources from independent news,2018/4/23,0,2018,normal,4
11285,russia got puck by tha states,2018/4/23,0,2018,normal,4
11286,i dont blame u if ur brain is a stone,2018/4/25,0,2018,normal,4
11287,exactly,2018/4/25,0,2018,normal,4
11288,neil condeno response cowardwhy am i not surprisedgutless cowards like you would never go and fight in any of these phony wars for profit  but you have no problem sending someone elses kid to go there and die or get maimed just so these phony racketeers can get rich ,2018/4/23,1,2018,normal,4
11289,wtf  when america did violate international laws  they did pay  you know that america did invade syria  they are not invited on theyr land not to mention iraq afganistan etc america start wars but cant end them up is the first retardet country that used for the first time in the human history a wmd nuclear on  civs germany did genocide and they pay for it did not hear that america in his history to pay any dime for the genocide from hiroshima  nagasaki so do not come and lecture the world about international laws when even america do brake them,2018/4/23,1,2018,normal,4
11290,neil condeyou are absolutely right neil    and since you feel so strongly about this issue i know that you will be enlisting to fight on the front lines of this war in syria right,2018/4/23,1,2018,normal,4
11291,this is what gmo have done to u ,2018/4/25,1,2018,normal,4
